"ndc","rxcui","in_rxcui","has_min","in_tty","in_name","in_synonym","in_umlscui","atc5","ddd","u","adm_r","whocc_note"
"00003036050",313988,4603,FALSE,"IN","Furosemide",NA,"C0016860","C03CA01",40,"mg","O",NA
"00003039050",197439,1998,TRUE,"IN","Captopril",NA,"C0006938","C09AA01",50,"mg","O",NA
"00003039050",197439,5487,TRUE,"IN","Hydrochlorothiazide",NA,"C0020261","C03AA03",25,"mg","O",NA
"00003039050",197439,214357,TRUE,"MIN","Captopril / Hydrochlorothiazide",NA,"C0717554",NA,NA,NA,NA,NA
"00003042950",313979,4452,FALSE,"IN","Fludrocortisone",NA,"C0016280","H02AA02",0.1,"mg","O",NA
"00003043730",239240,732,FALSE,"IN","Amphotericin B",NA,"C0002679","A01AB04",40,"mg","O",NA
"00003043730",239240,732,FALSE,"IN","Amphotericin B",NA,"C0002679","A07AA07",0.4,"g","O",NA
"00003043730",239240,732,FALSE,"IN","Amphotericin B",NA,"C0002679","G01AA03",0.2,"g","V",NA
"00003043730",239240,732,FALSE,"IN","Amphotericin B",NA,"C0002679","J02AA01",35,"mg","P",NA
"00003045054",308963,1998,FALSE,"IN","Captopril",NA,"C0006938","C09AA01",50,"mg","O",NA
"00003045250",317173,1998,FALSE,"IN","Captopril",NA,"C0006938","C09AA01",50,"mg","O",NA
"00003046665",1053697,7597,TRUE,"IN","Nystatin",NA,"C0028741","A07AA02",1.5,"MU","O",NA
"00003046665",1053697,7597,TRUE,"IN","Nystatin",NA,"C0028741","D01AA01",NA,NA,NA,NA
"00003046665",1053697,7597,TRUE,"IN","Nystatin",NA,"C0028741","G01AA01",0.1,"MU","V",NA
"00003046665",1053697,10759,TRUE,"IN","Triamcinolone",NA,"C0040864","A01AC01",NA,NA,NA,NA
"00003046665",1053697,10759,TRUE,"IN","Triamcinolone",NA,"C0040864","C05AA12",NA,NA,NA,NA
"00003046665",1053697,10759,TRUE,"IN","Triamcinolone",NA,"C0040864","D07AB09",NA,NA,NA,NA
"00003046665",1053697,10759,TRUE,"IN","Triamcinolone",NA,"C0040864","D07XB02",NA,NA,NA,NA
"00003046665",1053697,10759,TRUE,"IN","Triamcinolone",NA,"C0040864","H02AB08",7.5,"mg","O",NA
"00003046665",1053697,10759,TRUE,"IN","Triamcinolone",NA,"C0040864","R01AD11",0.22,"mg","N",NA
"00003046665",1053697,10759,TRUE,"IN","Triamcinolone",NA,"C0040864","R03BA06",NA,NA,NA,NA
"00003046665",1053697,10759,TRUE,"IN","Triamcinolone",NA,"C0040864","S01BA05",NA,NA,NA,NA
"00003046665",1053697,107011,TRUE,"MIN","Nystatin / Triamcinolone",NA,"C0359082",NA,NA,NA,NA,NA
"00003048550",308962,1998,FALSE,"IN","Captopril",NA,"C0006938","C09AA01",50,"mg","O",NA
"00003049420",1085752,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","A01AC01",NA,NA,NA,NA
"00003049420",1085752,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","C05AA12",NA,NA,NA,NA
"00003049420",1085752,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","D07AB09",NA,NA,NA,NA
"00003049420",1085752,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","D07XB02",NA,NA,NA,NA
"00003049420",1085752,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","H02AB08",7.5,"mg","O",NA
"00003049420",1085752,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","R01AD11",0.22,"mg","N",NA
"00003049420",1085752,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","R03BA06",NA,NA,NA,NA
"00003049420",1085752,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","S01BA05",NA,NA,NA,NA
"00003049620",1085728,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","A01AC01",NA,NA,NA,NA
"00003049620",1085728,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","C05AA12",NA,NA,NA,NA
"00003049620",1085728,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","D07AB09",NA,NA,NA,NA
"00003049620",1085728,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","D07XB02",NA,NA,NA,NA
"00003049620",1085728,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","H02AB08",7.5,"mg","O",NA
"00003049620",1085728,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","R01AD11",0.22,"mg","N",NA
"00003049620",1085728,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","R03BA06",NA,NA,NA,NA
"00003049620",1085728,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","S01BA05",NA,NA,NA,NA
"00003050162",1085738,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","A01AC01",NA,NA,NA,NA
"00003050162",1085738,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","C05AA12",NA,NA,NA,NA
"00003050162",1085738,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","D07AB09",NA,NA,NA,NA
"00003050162",1085738,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","D07XB02",NA,NA,NA,NA
"00003050162",1085738,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","H02AB08",7.5,"mg","O",NA
"00003050162",1085738,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","R01AD11",0.22,"mg","N",NA
"00003050162",1085738,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","R03BA06",NA,NA,NA,NA
"00003050162",1085738,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","S01BA05",NA,NA,NA,NA
"00003050620",1014314,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","A01AC01",NA,NA,NA,NA
"00003050620",1014314,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","C05AA12",NA,NA,NA,NA
"00003050620",1014314,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","D07AB09",NA,NA,NA,NA
"00003050620",1014314,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","D07XB02",NA,NA,NA,NA
"00003050620",1014314,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","H02AB08",7.5,"mg","O",NA
"00003050620",1014314,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","R01AD11",0.22,"mg","N",NA
"00003050620",1014314,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","R03BA06",NA,NA,NA,NA
"00003050620",1014314,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","S01BA05",NA,NA,NA,NA
"00003050649",1014314,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","A01AC01",NA,NA,NA,NA
"00003050649",1014314,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","C05AA12",NA,NA,NA,NA
"00003050649",1014314,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","D07AB09",NA,NA,NA,NA
"00003050649",1014314,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","D07XB02",NA,NA,NA,NA
"00003050649",1014314,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","H02AB08",7.5,"mg","O",NA
"00003050649",1014314,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","R01AD11",0.22,"mg","N",NA
"00003050649",1014314,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","R03BA06",NA,NA,NA,NA
"00003050649",1014314,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","S01BA05",NA,NA,NA,NA
"00003050856",1085636,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","A01AC01",NA,NA,NA,NA
"00003050856",1085636,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","C05AA12",NA,NA,NA,NA
"00003050856",1085636,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","D07AB09",NA,NA,NA,NA
"00003050856",1085636,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","D07XB02",NA,NA,NA,NA
"00003050856",1085636,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","H02AB08",7.5,"mg","O",NA
"00003050856",1085636,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","R01AD11",0.22,"mg","N",NA
"00003050856",1085636,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","R03BA06",NA,NA,NA,NA
"00003050856",1085636,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","S01BA05",NA,NA,NA,NA
"00003054320",312056,7597,FALSE,"IN","Nystatin",NA,"C0028741","A07AA02",1.5,"MU","O",NA
"00003054320",312056,7597,FALSE,"IN","Nystatin",NA,"C0028741","D01AA01",NA,NA,NA,NA
"00003054320",312056,7597,FALSE,"IN","Nystatin",NA,"C0028741","G01AA01",0.1,"MU","V",NA
"00003056660",1053753,7597,TRUE,"IN","Nystatin",NA,"C0028741","A07AA02",1.5,"MU","O",NA
"00003056660",1053753,7597,TRUE,"IN","Nystatin",NA,"C0028741","D01AA01",NA,NA,NA,NA
"00003056660",1053753,7597,TRUE,"IN","Nystatin",NA,"C0028741","G01AA01",0.1,"MU","V",NA
"00003056660",1053753,10759,TRUE,"IN","Triamcinolone",NA,"C0040864","A01AC01",NA,NA,NA,NA
"00003056660",1053753,10759,TRUE,"IN","Triamcinolone",NA,"C0040864","C05AA12",NA,NA,NA,NA
"00003056660",1053753,10759,TRUE,"IN","Triamcinolone",NA,"C0040864","D07AB09",NA,NA,NA,NA
"00003056660",1053753,10759,TRUE,"IN","Triamcinolone",NA,"C0040864","D07XB02",NA,NA,NA,NA
"00003056660",1053753,10759,TRUE,"IN","Triamcinolone",NA,"C0040864","H02AB08",7.5,"mg","O",NA
"00003056660",1053753,10759,TRUE,"IN","Triamcinolone",NA,"C0040864","R01AD11",0.22,"mg","N",NA
"00003056660",1053753,10759,TRUE,"IN","Triamcinolone",NA,"C0040864","R03BA06",NA,NA,NA,NA
"00003056660",1053753,10759,TRUE,"IN","Triamcinolone",NA,"C0040864","S01BA05",NA,NA,NA,NA
"00003056660",1053753,107011,TRUE,"MIN","Nystatin / Triamcinolone",NA,"C0359082",NA,NA,NA,NA,NA
"00003057931",543546,7597,FALSE,"IN","Nystatin",NA,"C0028741","A07AA02",1.5,"MU","O",NA
"00003057931",543546,7597,FALSE,"IN","Nystatin",NA,"C0028741","D01AA01",NA,NA,NA,NA
"00003057931",543546,7597,FALSE,"IN","Nystatin",NA,"C0028741","G01AA01",0.1,"MU","V",NA
"00003059320",646456,7597,FALSE,"IN","Nystatin",NA,"C0028741","A07AA02",1.5,"MU","O",NA
"00003059320",646456,7597,FALSE,"IN","Nystatin",NA,"C0028741","D01AA01",NA,NA,NA,NA
"00003059320",646456,7597,FALSE,"IN","Nystatin",NA,"C0028741","G01AA01",0.1,"MU","V",NA
"00003068154",834046,7984,FALSE,"IN","Penicillin V","phenoxymethylpenicillin","C0030840","J01CE02",2,"g","O",NA
"00003068244",834040,7984,FALSE,"IN","Penicillin V","phenoxymethylpenicillin","C0030840","J01CE02",2,"g","O",NA
"00003068254",834040,7984,FALSE,"IN","Penicillin V","phenoxymethylpenicillin","C0030840","J01CE02",2,"g","O",NA
"00003075850",858109,8700,FALSE,"IN","Procainamide",NA,"C0033216","C01BA02",3,"g","O",NA
"00003081550",313251,10395,FALSE,"IN","Tetracycline",NA,"C0039644","A01AB13",NA,NA,NA,NA
"00003081550",313251,10395,FALSE,"IN","Tetracycline",NA,"C0039644","D06AA04",NA,NA,NA,NA
"00003081550",313251,10395,FALSE,"IN","Tetracycline",NA,"C0039644","J01AA07",1,"g","P",NA
"00003081550",313251,10395,FALSE,"IN","Tetracycline",NA,"C0039644","S01AA09",NA,NA,NA,NA
"00003081550",313251,10395,FALSE,"IN","Tetracycline",NA,"C0039644","S02AA08",NA,NA,NA,NA
"00003081550",313251,10395,FALSE,"IN","Tetracycline",NA,"C0039644","S03AA02",NA,NA,NA,NA
"00003083050",105602,5552,FALSE,"IN","hydroxyurea",NA,"C0020402","L01XX05",NA,NA,NA,NA
"00003087450",309114,2231,FALSE,"IN","Cephalexin","cefalexin","C0007716","J01DB01",2,"g","O",NA
"00003095650",859841,4496,FALSE,"IN","Fluphenazine",NA,"C0016368","N05AB02",10,"mg","O",NA
"00003096909",313799,733,FALSE,"IN","Ampicillin",NA,"C0002680","J01CA01",2,"g","O",NA
"00003096909",313799,733,FALSE,"IN","Ampicillin",NA,"C0002680","S01AA19",NA,NA,NA,NA
"00003097252",308210,733,FALSE,"IN","Ampicillin",NA,"C0002680","J01CA01",2,"g","O",NA
"00003097252",308210,733,FALSE,"IN","Ampicillin",NA,"C0002680","S01AA19",NA,NA,NA,NA
"00003097261",308210,733,FALSE,"IN","Ampicillin",NA,"C0002680","J01CA01",2,"g","O",NA
"00003097261",308210,733,FALSE,"IN","Ampicillin",NA,"C0002680","S01AA19",NA,NA,NA,NA
"00003145730",312873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00003148215",206546,5084,FALSE,"IN","Halcinonide",NA,"C0018513","D07AD02",NA,NA,NA,NA
"00003148220",206546,5084,FALSE,"IN","Halcinonide",NA,"C0018513","D07AD02",NA,NA,NA,NA
"00003148230",206546,5084,FALSE,"IN","Halcinonide",NA,"C0018513","D07AD02",NA,NA,NA,NA
"00003148240",206546,5084,FALSE,"IN","Halcinonide",NA,"C0018513","D07AD02",NA,NA,NA,NA
"00003148320",1085686,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","A01AC01",NA,NA,NA,NA
"00003148320",1085686,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","C05AA12",NA,NA,NA,NA
"00003148320",1085686,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","D07AB09",NA,NA,NA,NA
"00003148320",1085686,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","D07XB02",NA,NA,NA,NA
"00003148320",1085686,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","H02AB08",7.5,"mg","O",NA
"00003148320",1085686,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","R01AD11",0.22,"mg","N",NA
"00003148320",1085686,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","R03BA06",NA,NA,NA,NA
"00003148320",1085686,10759,FALSE,"IN","Triamcinolone",NA,"C0040864","S01BA05",NA,NA,NA,NA
"00003149421",206546,5084,FALSE,"IN","Halcinonide",NA,"C0018513","D07AD02",NA,NA,NA,NA
"00003149431",206546,5084,FALSE,"IN","Halcinonide",NA,"C0018513","D07AD02",NA,NA,NA,NA
"00003161112",578457,306266,FALSE,"IN","entecavir",NA,"C0971023","J05AF10",0.5,"mg","O",NA
"00003161212",578459,306266,FALSE,"IN","entecavir",NA,"C0971023","J05AF10",0.5,"mg","O",NA
"00003161412",607579,306266,FALSE,"IN","entecavir",NA,"C0971023","J05AF10",0.5,"mg","O",NA
"00003173745",313797,723,FALSE,"IN","Amoxicillin",NA,"C0002645","J01CA04",3,"g","P",NA
"00003173830",239191,723,FALSE,"IN","Amoxicillin",NA,"C0002645","J01CA04",3,"g","P",NA
"00003173840",239191,723,FALSE,"IN","Amoxicillin",NA,"C0002645","J01CA04",3,"g","P",NA
"00003173845",239191,723,FALSE,"IN","Amoxicillin",NA,"C0002645","J01CA04",3,"g","P",NA
"00003187660",488950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00003196401",152941,59763,FALSE,"IN","Stavudine",NA,"C0164662","J05AF04",80,"mg","O",NA
"00003196501",152942,59763,FALSE,"IN","Stavudine",NA,"C0164662","J05AF04",80,"mg","O",NA
"00003196601",152943,59763,FALSE,"IN","Stavudine",NA,"C0164662","J05AF04",80,"mg","O",NA
"00003196701",152944,59763,FALSE,"IN","Stavudine",NA,"C0164662","J05AF04",80,"mg","O",NA
"00003196801",153652,59763,FALSE,"IN","Stavudine",NA,"C0164662","J05AF04",80,"mg","O",NA
"00003272510",597823,10627,FALSE,"IN","Tobramycin",NA,"C0040341","J01GB01",0.112,"g","Inhal.powder",NA
"00003272510",597823,10627,FALSE,"IN","Tobramycin",NA,"C0040341","S01AA12",NA,NA,NA,NA
"00003272530",597823,10627,FALSE,"IN","Tobramycin",NA,"C0040341","J01GB01",0.112,"g","Inhal.powder",NA
"00003272530",597823,10627,FALSE,"IN","Tobramycin",NA,"C0040341","S01AA12",NA,NA,NA,NA
"00003362312",402245,343047,FALSE,"IN","Atazanavir",NA,"C1145759","J05AE08",0.3,"g","O",NA
"00003362412",402094,343047,FALSE,"IN","Atazanavir",NA,"C1145759","J05AE08",0.3,"g","O",NA
"00003363112",402093,343047,FALSE,"IN","Atazanavir",NA,"C1145759","J05AE08",0.3,"g","O",NA
"00003413183",490853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00003515405",904460,42463,FALSE,"IN","Pravastatin",NA,"C0085542","C10AA03",30,"mg","O",NA
"00003517805",904469,42463,FALSE,"IN","Pravastatin",NA,"C0085542","C10AA03",30,"mg","O",NA
"00003517806",904469,42463,FALSE,"IN","Pravastatin",NA,"C0085542","C10AA03",30,"mg","O",NA
"00003517875",904469,42463,FALSE,"IN","Pravastatin",NA,"C0085542","C10AA03",30,"mg","O",NA
"00003519410",904477,42463,FALSE,"IN","Pravastatin",NA,"C0085542","C10AA03",30,"mg","O",NA
"00003519433",904477,42463,FALSE,"IN","Pravastatin",NA,"C0085542","C10AA03",30,"mg","O",NA
"00003519510",904483,42463,FALSE,"IN","Pravastatin",NA,"C0085542","C10AA03",30,"mg","O",NA
"00003519533",904483,42463,FALSE,"IN","Pravastatin",NA,"C0085542","C10AA03",30,"mg","O",NA
"00003633517",213282,5552,FALSE,"IN","hydroxyurea",NA,"C0020402","L01XX05",NA,NA,NA,NA
"00003633617",213283,5552,FALSE,"IN","hydroxyurea",NA,"C0020402","L01XX05",NA,NA,NA,NA
"00003633717",213284,5552,FALSE,"IN","hydroxyurea",NA,"C0020402","L01XX05",NA,NA,NA,NA
"00004001814",208558,10594,FALSE,"IN","Ticlopidine",NA,"C0040207","B01AC05",0.5,"g","O",NA
"00004001822",208558,10594,FALSE,"IN","Ticlopidine",NA,"C0040207","B01AC05",0.5,"g","O",NA
"00004001823",208558,10594,FALSE,"IN","Ticlopidine",NA,"C0040207","B01AC05",0.5,"g","O",NA
"00004002828",207093,7258,FALSE,"IN","Naproxen",NA,"C0027396","G02CC02",NA,NA,NA,NA
"00004002828",207093,7258,FALSE,"IN","Naproxen",NA,"C0027396","M01AE02",0.5,"g","O",NA
"00004002828",207093,7258,FALSE,"IN","Naproxen",NA,"C0027396","M02AA12",NA,NA,NA,NA
"00004003822",284587,275891,FALSE,"IN","valganciclovir",NA,"C0909381","J05AB14",0.9,"g","O",NA
"00004005001",208416,10180,TRUE,"IN","Sulfamethoxazole",NA,"C0038689","J01EC01",2,"g","O",NA
"00004005001",208416,10829,TRUE,"IN","Trimethoprim",NA,"C0041041","J01EA01",0.4,"g","O",NA
"00004005001",208416,10831,TRUE,"MIN","Sulfamethoxazole / Trimethoprim",NA,"C0041044","J01EE01",NA,NA,NA,NA
"00004005801",206159,2598,FALSE,"IN","Clonazepam",NA,"C0009011","N03AE01",8,"mg","O",NA
"00004006801",206157,2598,FALSE,"IN","Clonazepam",NA,"C0009011","N03AE01",8,"mg","O",NA
"00004008694",352337,9344,FALSE,"IN","Ribavirin",NA,"C0035525","J05AP01",6,"g","Inhal.solution",NA
"00004009801",206160,2598,FALSE,"IN","Clonazepam",NA,"C0009011","N03AE01",8,"mg","O",NA
"00004011704",849580,10180,TRUE,"IN","Sulfamethoxazole",NA,"C0038689","J01EC01",2,"g","O",NA
"00004011704",849580,10829,TRUE,"IN","Trimethoprim",NA,"C0041041","J01EA01",0.4,"g","O",NA
"00004011704",849580,10831,TRUE,"MIN","Sulfamethoxazole / Trimethoprim",NA,"C0041044","J01EE01",NA,NA,NA,NA
"00004011714",849580,10180,TRUE,"IN","Sulfamethoxazole",NA,"C0038689","J01EC01",2,"g","O",NA
"00004011714",849580,10829,TRUE,"IN","Trimethoprim",NA,"C0041041","J01EA01",0.4,"g","O",NA
"00004011714",849580,10831,TRUE,"MIN","Sulfamethoxazole / Trimethoprim",NA,"C0041044","J01EE01",NA,NA,NA,NA
"00004012101",205489,1808,FALSE,"IN","Bumetanide",NA,"C0006376","C03CA02",1,"mg","O",NA
"00004012114",205489,1808,FALSE,"IN","Bumetanide",NA,"C0006376","C03CA02",1,"mg","O",NA
"00004012501",205488,1808,FALSE,"IN","Bumetanide",NA,"C0006376","C03CA02",1,"mg","O",NA
"00004014301",209006,1894,FALSE,"IN","Calcitriol","1,25-dihydroxycholecalciferol","C0006674","A11CC04",1,"mcg","P",NA
"00004014301",209006,1894,FALSE,"IN","Calcitriol","1,25-dihydroxycholecalciferol","C0006674","D05AX03",NA,NA,NA,NA
"00004014323",209006,1894,FALSE,"IN","Calcitriol","1,25-dihydroxycholecalciferol","C0006674","A11CC04",1,"mcg","P",NA
"00004014323",209006,1894,FALSE,"IN","Calcitriol","1,25-dihydroxycholecalciferol","C0006674","D05AX03",NA,NA,NA,NA
"00004014401",209007,1894,FALSE,"IN","Calcitriol","1,25-dihydroxycholecalciferol","C0006674","A11CC04",1,"mcg","P",NA
"00004014401",209007,1894,FALSE,"IN","Calcitriol","1,25-dihydroxycholecalciferol","C0006674","D05AX03",NA,NA,NA,NA
"00004015649",197845,6064,FALSE,"IN","Isotretinoin",NA,"C0022265","D10AD04",NA,NA,NA,NA
"00004015649",197845,6064,FALSE,"IN","Isotretinoin",NA,"C0022265","D10BA01",30,"mg","O",NA
"00004016201",205490,1808,FALSE,"IN","Bumetanide",NA,"C0006376","C03CA02",1,"mg","O",NA
"00004016949",197844,6064,FALSE,"IN","Isotretinoin",NA,"C0022265","D10AD04",NA,NA,NA,NA
"00004016949",197844,6064,FALSE,"IN","Isotretinoin",NA,"C0022265","D10BA01",30,"mg","O",NA
"00004017202",835913,6694,FALSE,"IN","Mefloquine",NA,"C0025153","P01BC02",1,"g","O","base"
"00004018022",858589,7396,FALSE,"IN","Nicardipine",NA,"C0028005","C08CA04",90,"mg","P",NA
"00004018091",858589,7396,FALSE,"IN","Nicardipine",NA,"C0028005","C08CA04",90,"mg","P",NA
"00004018122",858583,7396,FALSE,"IN","Nicardipine",NA,"C0028005","C08CA04",90,"mg","P",NA
"00004018191",858583,7396,FALSE,"IN","Nicardipine",NA,"C0028005","C08CA04",90,"mg","P",NA
"00004018222",858593,7396,FALSE,"IN","Nicardipine",NA,"C0028005","C08CA04",90,"mg","P",NA
"00004018301",858613,7396,FALSE,"IN","Nicardipine",NA,"C0028005","C08CA04",90,"mg","P",NA
"00004018401",858616,7396,FALSE,"IN","Nicardipine",NA,"C0028005","C08CA04",90,"mg","P",NA
"00004018523",904936,115264,FALSE,"IN","Ibandronate",NA,"C0379199",NA,NA,NA,NA,NA
"00004018682",904934,115264,FALSE,"IN","Ibandronate",NA,"C0379199",NA,NA,NA,NA,NA
"00004021357",213069,16818,FALSE,"IN","Acitretin",NA,"C0050559","D05BB02",35,"mg","O",NA
"00004022001",313759,3363,FALSE,"IN","Zalcitabine",NA,"C0012132","J05AF03",2.25,"mg","O",NA
"00004022101",313760,3363,FALSE,"IN","Zalcitabine",NA,"C0012132","J05AF03",2.25,"mg","O",NA
"00004023709",251426,26237,FALSE,"IN","Granisetron",NA,"C0061863","A04AA02",2,"mg","O",NA
"00004023909",240912,26237,FALSE,"IN","Granisetron",NA,"C0061863","A04AA02",2,"mg","O",NA
"00004024009",240912,26237,FALSE,"IN","Granisetron",NA,"C0061863","A04AA02",2,"mg","O",NA
"00004024126",310599,26237,FALSE,"IN","Granisetron",NA,"C0061863","A04AA02",2,"mg","O",NA
"00004024133",310599,26237,FALSE,"IN","Granisetron",NA,"C0061863","A04AA02",2,"mg","O",NA
"00004024451",859865,83395,FALSE,"IN","Saquinavir",NA,"C0286738","J05AE01",1.8,"g","O",NA
"00004024515",859861,83395,FALSE,"IN","Saquinavir",NA,"C0286738","J05AE01",1.8,"g","O",NA
"00004024648",200105,83395,FALSE,"IN","Saquinavir",NA,"C0286738","J05AE01",1.8,"g","O",NA
"00004025001",199159,10753,FALSE,"IN","Tretinoin",NA,"C0040845","D10AD01",NA,NA,NA,NA
"00004025001",199159,10753,FALSE,"IN","Tretinoin",NA,"C0040845","L01XX14",NA,NA,NA,NA
"00004025652",226917,37925,FALSE,"IN","orlistat",NA,"C0076275","A08AB01",0.36,"g","O",NA
